Date,DXY,Commodities Index,VIX,10 Year Yield,Credit Spreads,SPY
2024-08-19 00:00:00-04:00,101.88999938964844,30.610000610351562,,,74.51871490478516,552.7257690429688
2024-08-20 00:00:00-04:00,101.44000244140625,30.59000015258789,,,74.45266723632812,551.826904296875
2024-08-21 00:00:00-04:00,101.04000091552734,30.540000915527344,,,74.62251281738281,553.7232666015625
2024-08-22 00:00:00-04:00,101.51000213623047,30.229999542236328,,,74.52815246582031,549.3773803710938
2024-08-23 00:00:00-04:00,100.72000122070312,30.709999084472656,,,74.92448425292969,555.2147216796875
2024-08-26 00:00:00-04:00,100.8499984741211,30.940000534057617,,,74.77349090576172,553.8912353515625
2024-08-27 00:00:00-04:00,100.55000305175781,31.0,,,74.82067108154297,554.6517333984375
2024-08-28 00:00:00-04:00,101.08999633789062,30.649999618530273,,,74.7829360961914,551.4318237304688
2024-08-29 00:00:00-04:00,101.33999633789062,30.8799991607666,,,74.8584213256836,551.4811401367188
2024-08-30 00:00:00-04:00,101.69999694824219,30.610000610351562,,,74.86784362792969,556.7456665039062
2024-09-03 00:00:00-04:00,101.83000183105469,30.270000457763672,,,74.60235595703125,545.2883911132812
2024-09-04 00:00:00-04:00,101.36000061035156,30.139999389648438,,,74.8773422241211,544.1723022460938
2024-09-05 00:00:00-04:00,101.11000061035156,30.299999237060547,,,75.13334655761719,542.8487548828125
2024-09-06 00:00:00-04:00,101.18000030517578,29.790000915527344,,,75.03852081298828,533.7125244140625
2024-09-09 00:00:00-04:00,101.55000305175781,29.90999984741211,,,75.21868896484375,539.6880493164062
2024-09-10 00:00:00-04:00,101.62999725341797,29.56999969482422,,,75.07646942138672,542.038818359375
2024-09-11 00:00:00-04:00,101.68000030517578,29.93000030517578,,,75.19023132324219,547.599609375
2024-09-12 00:00:00-04:00,101.37000274658203,30.540000915527344,,,75.29454040527344,552.212158203125
2024-09-13 00:00:00-04:00,101.11000061035156,30.68000030517578,,,75.50312805175781,555.09619140625
2024-09-16 00:00:00-04:00,100.76000213623047,30.920000076293945,,,75.6927719116211,555.916015625
2024-09-17 00:00:00-04:00,100.88999938964844,31.049999237060547,,,75.71173095703125,556.1431274414062
2024-09-18 00:00:00-04:00,100.5999984741211,30.850000381469727,,,75.77810668945312,554.4937744140625
2024-09-19 00:00:00-04:00,100.61000061035156,31.34000015258789,,,76.00566864013672,563.955810546875
2024-09-20 00:00:00-04:00,100.72000122070312,31.510000228881836,,,76.1004867553711,562.9810180664062
2024-09-23 00:00:00-04:00,100.91999816894531,31.81999969482422,,,75.95825958251953,564.3877563476562
2024-09-24 00:00:00-04:00,100.37000274658203,32.34000015258789,,,75.9677505493164,566.002685546875
2024-09-25 00:00:00-04:00,100.91999816894531,32.25,,,75.88239288330078,564.75439453125
2024-09-26 00:00:00-04:00,100.55999755859375,32.119998931884766,,,76.00566864013672,566.993408203125
2024-09-27 00:00:00-04:00,100.41999816894531,32.33000183105469,,,76.19530487060547,566.171142578125
2024-09-30 00:00:00-04:00,100.77999877929688,32.2400016784668,,,76.13842010498047,568.43994140625
2024-10-01 00:00:00-04:00,101.19000244140625,32.65999984741211,,,76.10030364990234,563.3475341796875
2024-10-02 00:00:00-04:00,101.68000030517578,32.880001068115234,,,76.10983276367188,563.5852661132812
2024-10-03 00:00:00-04:00,101.98999786376953,33.04999923706055,,,75.92880249023438,562.5549926757812
2024-10-04 00:00:00-04:00,102.5199966430664,32.970001220703125,,,75.8430404663086,567.6671142578125
2024-10-07 00:00:00-04:00,102.54000091552734,33.02000045776367,,,75.51908874511719,562.5350952148438
2024-10-08 00:00:00-04:00,102.55000305175781,32.33000183105469,,,75.70011901855469,567.8553466796875
2024-10-09 00:00:00-04:00,102.93000030517578,32.0099983215332,,,75.65248107910156,571.78857421875
2024-10-10 00:00:00-04:00,102.98999786376953,32.52000045776367,,,75.61437225341797,570.7879028320312
2024-10-11 00:00:00-04:00,102.88999938964844,32.52000045776367,,,75.81446838378906,574.2059326171875
2024-10-14 00:00:00-04:00,103.30000305175781,32.029998779296875,,,75.85256958007812,578.9019775390625
2024-10-15 00:00:00-04:00,103.26000213623047,31.700000762939453,,,75.83352661132812,574.4041137695312
2024-10-16 00:00:00-04:00,103.58999633789062,31.600000381469727,,,75.9669189453125,576.9006958007812
2024-10-17 00:00:00-04:00,103.83000183105469,31.639999389648438,,,75.85256958007812,576.9501953125
2024-10-18 00:00:00-04:00,103.48999786376953,31.670000076293945,,,76.03359985351562,579.1694946289062
2024-10-21 00:00:00-04:00,104.01000213623047,31.790000915527344,,,75.72872161865234,578.2183227539062
2024-10-22 00:00:00-04:00,104.08000183105469,32.27000045776367,,,75.62388610839844,577.9111938476562
2024-10-23 00:00:00-04:00,104.43000030517578,32.18000030517578,,,75.39523315429688,572.630615234375
2024-10-24 00:00:00-04:00,104.05999755859375,32.29999923706055,,,75.61437225341797,573.8690795898438
2024-10-25 00:00:00-04:00,104.26000213623047,32.31999969482422,,,75.53815460205078,573.6708984375
2024-10-28 00:00:00-04:00,104.31999969482422,31.690000534057617,,,75.72872161865234,575.4443359375
2024-10-29 00:00:00-04:00,104.27999877929688,31.75,,,75.74775695800781,576.3756713867188
2024-10-30 00:00:00-04:00,103.98999786376953,31.8799991607666,,,75.61437225341797,574.6319580078125
2024-10-31 00:00:00-04:00,103.9800033569336,31.75,,,75.40474700927734,563.3673706054688
2024-11-01 00:00:00-04:00,104.27999877929688,31.5,,,75.40955352783203,565.7450561523438
2024-11-04 00:00:00-05:00,103.88999938964844,31.959999084472656,,,75.6202163696289,564.5264892578125
2024-11-05 00:00:00-05:00,103.41999816894531,31.950000762939453,,,75.83087921142578,571.3526611328125
2024-11-06 00:00:00-05:00,105.08999633789062,31.579999923706055,,,75.9649429321289,585.5596313476562
2024-11-07 00:00:00-05:00,104.51000213623047,32.130001068115234,,,76.29051971435547,590.0872802734375
2024-11-08 00:00:00-05:00,105.0,31.6200008392334,,,76.41500091552734,592.6433715820312
2024-11-11 00:00:00-05:00,105.54000091552734,31.3700008392334,,,76.32881164550781,593.2081298828125
2024-11-12 00:00:00-05:00,106.0199966430664,31.139999389648438,,,76.02238464355469,591.3652954101562
2024-11-13 00:00:00-05:00,106.4800033569336,31.06999969482422,,,76.04154205322266,591.6526489257812
2024-11-14 00:00:00-05:00,106.66999816894531,30.84000015258789,,,75.87874603271484,587.8482055664062
2024-11-15 00:00:00-05:00,106.69000244140625,30.8700008392334,,,75.86918640136719,580.3186645507812
2024-11-18 00:00:00-05:00,106.27999877929688,31.520000457763672,,,76.01280975341797,582.6964721679688
2024-11-19 00:00:00-05:00,106.20999908447266,31.600000381469727,,,76.12772369384766,584.8264770507812
2024-11-20 00:00:00-05:00,106.68000030517578,31.850000381469727,,,76.10858154296875,585.0247192382812
2024-11-21 00:00:00-05:00,106.97000122070312,32.0099983215332,,,76.1373062133789,588.165283203125
2024-11-22 00:00:00-05:00,107.48999786376953,32.0099983215332,,,76.11814880371094,589.9881591796875
2024-11-25 00:00:00-05:00,106.81999969482422,31.770000457763672,,,76.40542602539062,591.989501953125
2024-11-26 00:00:00-05:00,107.01000213623047,31.81999969482422,,,76.26178741455078,595.08056640625
2024-11-27 00:00:00-05:00,106.08000183105469,31.559999465942383,,,76.4916000366211,593.2774047851562
2024-11-29 00:00:00-05:00,105.73999786376953,31.729999542236328,,,76.64482116699219,596.962890625
2024-12-02 00:00:00-05:00,106.44999694824219,31.350000381469727,,,76.61693572998047,598.0328979492188
2024-12-03 00:00:00-05:00,106.37000274658203,31.459999084472656,,,76.61693572998047,598.310302734375
2024-12-04 00:00:00-05:00,106.33999633789062,31.440000534057617,,,76.7996826171875,602.0255126953125
2024-12-05 00:00:00-05:00,105.70999908447266,31.489999771118164,,,76.73235321044922,601.0347900390625
2024-12-06 00:00:00-05:00,105.97000122070312,31.489999771118164,,,76.85741424560547,602.1741333007812
2024-12-09 00:00:00-05:00,106.1500015258789,31.829999923706055,,,76.76121520996094,599.0731811523438
2024-12-10 00:00:00-05:00,106.4000015258789,31.979999542236328,,,76.7996826171875,597.2105712890625
2024-12-11 00:00:00-05:00,106.70999908447266,32.31999969482422,,,76.81893157958984,601.827392578125
2024-12-12 00:00:00-05:00,106.95999908447266,32.119998931884766,,,76.60730743408203,598.7264404296875
2024-12-13 00:00:00-05:00,107.0,31.899999618530273,,,76.38607025146484,598.6075439453125
2024-12-16 00:00:00-05:00,106.86000061035156,31.75,,,76.53034973144531,601.16357421875
2024-12-17 00:00:00-05:00,106.95999908447266,31.559999465942383,,,76.36682891845703,598.6868286132812
2024-12-18 00:00:00-05:00,108.02999877929688,31.149999618530273,,,75.5826644897461,580.8438720703125
2024-12-19 00:00:00-05:00,108.41000366210938,31.190000534057617,,,75.50531768798828,580.6654052734375
2024-12-20 00:00:00-05:00,107.62000274658203,31.549999237060547,,,75.9791030883789,587.6398315429688
2024-12-23 00:00:00-05:00,108.04000091552734,31.59000015258789,,,75.77604675292969,591.1588134765625
2024-12-24 00:00:00-05:00,108.26000213623047,31.780000686645508,,,76.01777648925781,597.7295532226562
2024-12-26 00:00:00-05:00,108.12999725341797,31.75,,,76.2111587524414,597.7693481445312
2024-12-27 00:00:00-05:00,108.0,31.770000457763672,,,75.9500961303711,591.4768676757812
2024-12-30 00:00:00-05:00,108.12999725341797,32.04999923706055,,,76.05646514892578,584.7271728515625
2024-12-31 00:00:00-05:00,108.48999786376953,32.09000015258789,,,76.04678344726562,582.5999145507812
2025-01-02 00:00:00-05:00,109.38999938964844,32.380001068115234,,,76.23048400878906,581.1685180664062
2025-01-03 00:00:00-05:00,108.94999694824219,32.0,,,76.34652709960938,588.43505859375
2025-01-06 00:00:00-05:00,108.26000213623047,32.22999954223633,,,76.48188018798828,591.8248291015625
2025-01-07 00:00:00-05:00,108.54000091552734,32.33000183105469,,,76.23048400878906,585.1348266601562
2025-01-08 00:00:00-05:00,109.08999633789062,32.41999816894531,,,76.32718658447266,585.9896240234375
2025-01-09 00:00:00-05:00,109.18000030517578,,,,,
2025-01-10 00:00:00-05:00,109.6500015258789,33.529998779296875,,,75.93075561523438,577.0430297851562
2025-01-13 00:00:00-05:00,109.95999908447266,33.70000076293945,,,75.91141510009766,577.937744140625
2025-01-14 00:00:00-05:00,109.2699966430664,33.65999984741211,,,76.00811004638672,578.7330322265625
2025-01-15 00:00:00-05:00,109.08999633789062,34.25,,,76.67527770996094,589.2601928710938
2025-01-16 00:00:00-05:00,108.95999908447266,34.20000076293945,,,76.76229095458984,588.126953125
2025-01-17 00:00:00-05:00,109.3499984741211,33.91999816894531,,,76.82996368408203,594.0316772460938
2025-01-21 00:00:00-05:00,108.05999755859375,33.91999816894531,,,77.03302764892578,599.4691162109375
2025-01-22 00:00:00-05:00,108.16999816894531,33.970001220703125,,,76.9266586303711,602.8389892578125
2025-01-23 00:00:00-05:00,108.05000305175781,33.90999984741211,,,77.02336120605469,606.12939453125
2025-01-24 00:00:00-05:00,107.44000244140625,33.84000015258789,,,77.1103744506836,604.35986328125
2025-01-27 00:00:00-05:00,107.33999633789062,33.31999969482422,,,77.16838836669922,595.8109741210938
2025-01-28 00:00:00-05:00,107.87000274658203,33.36000061035156,,,77.13937377929688,600.930419921875
2025-01-29 00:00:00-05:00,108.0,33.650001525878906,,,77.0910415649414,598.2365112304688
